composer,title,midi_path,metadata,metadata_composer,metadata_title,bootleg_score_path
"Niemann, Walter","Meissner Porzellan, Op.6","../GiantMIDI/midis/Niemann, Walter, Meissner Porzellan, Op.6, 65ufTopQ4gY.mid",False,,,
"Niemann, Walter","Pastellbilder, Op.5","../GiantMIDI/midis/Niemann, Walter, Pastellbilder, Op.5, 50HT7Qyescw.mid",False,,,
"Niemann, Walter","Pharaonenland, Op.86","../GiantMIDI/midis/Niemann, Walter, Pharaonenland, Op.86, PXzO0v6BiK8.mid",False,,,
"Niemann, Walter","Piano Sonata No.1 'Romantische', Op.60","../GiantMIDI/midis/Niemann, Walter, Piano Sonata No.1 'Romantische', Op.60, CoFYpu7EtOs.mid",False,,,
"Niemann, Walter","Piano Sonata No.2 'Nordische', Op.75","../GiantMIDI/midis/Niemann, Walter, Piano Sonata No.2 'Nordische', Op.75, mSy6J7SyQzE.mid",False,,,
"Niemann, Walter","Porzellan, Op.120","../GiantMIDI/midis/Niemann, Walter, Porzellan, Op.120, 50HT7Qyescw.mid",False,,,
"Niemann, Walter","24 Preludes, Op.55","../GiantMIDI/midis/Niemann, Walter, 24 Preludes, Op.55, y_rAZfRCBOI.mid",False,,,
"Niemann, Walter","Das weiße Haus, Op.80","../GiantMIDI/midis/Niemann, Walter, Das weiße Haus, Op.80, TTzIagRr53s.mid",False,,,
"Nietzsche, Friedrich",Da geht ein Bach,"../GiantMIDI/midis/Nietzsche, Friedrich, Da geht ein Bach, RRhSFN4bFCs.mid",True,"Nietzsche, Friedrich",Da geht ein Bach,"imslp_bootleg_dir-v1.1/Nietzsche,_Friedrich/Da_geht_ein_Bach_"
"Nietzsche, Friedrich",Fragment an sich,"../GiantMIDI/midis/Nietzsche, Friedrich, Fragment an sich, v3SYGtgmmQU.mid",True,"Nietzsche, Friedrich",Das 'Fragment an sich',"imslp_bootleg_dir-v1.1/Nietzsche,_Friedrich/Das_'Fragment_an_sich'_"
"Nietzsche, Friedrich",Heldenklage,"../GiantMIDI/midis/Nietzsche, Friedrich, Heldenklage, r_xIvlUYyPc.mid",True,"Nietzsche, Friedrich",Heldenklage,"imslp_bootleg_dir-v1.1/Nietzsche,_Friedrich/Heldenklage_"
"Nietzsche, Friedrich",Im Mondschein auf der Puszta,"../GiantMIDI/midis/Nietzsche, Friedrich, Im Mondschein auf der Puszta, AcbTMKgX3ZI.mid",True,"Nietzsche, Friedrich",Im Mondschein auf der Puszta,"imslp_bootleg_dir-v1.1/Nietzsche,_Friedrich/Im_Mondschein_auf_der_Puszta_"
"Nietzsche, Friedrich",So lach doch mal,"../GiantMIDI/midis/Nietzsche, Friedrich, So lach doch mal, eHCI0n-KZ_8.mid",True,"Nietzsche, Friedrich",So lach doch mal,"imslp_bootleg_dir-v1.1/Nietzsche,_Friedrich/So_lach_doch_mal_"
"Nietzsche, Friedrich",Ungarischer Marsch,"../GiantMIDI/midis/Nietzsche, Friedrich, Ungarischer Marsch, 10jouGWqGmM.mid",True,"Nietzsche, Friedrich",Ungarischer Marsch,"imslp_bootleg_dir-v1.1/Nietzsche,_Friedrich/Ungarischer_Marsch_"
"Nietzsche, Friedrich",Unserer Altvordern eingedenk,"../GiantMIDI/midis/Nietzsche, Friedrich, Unserer Altvordern eingedenk, N78OC04gudc.mid",True,"Nietzsche, Friedrich",Unserer Altvordern eingedenk,"imslp_bootleg_dir-v1.1/Nietzsche,_Friedrich/Unserer_Altvordern_eingedenk_"
"Niewiadomski, Stanisław",Amourette,"../GiantMIDI/midis/Niewiadomski, Stanisław, Amourette, gmer3DhAgHU.mid",True,"Niewiadomski, Stanisław",Amourette,"imslp_bootleg_dir-v1.1/Niewiadomski,_Stanisław/Amourette_"
"Niewiadomski, Stanisław","4 Charakterstücke, Op.28","../GiantMIDI/midis/Niewiadomski, Stanisław, 4 Charakterstücke, Op.28, PNGaoy0dVXA.mid",True,"Niewiadomski, Stanisław",4 Charakterstücke,"imslp_bootleg_dir-v1.1/Niewiadomski,_Stanisław/4_Charakterstücke_"
"Niewiadomski, Stanisław","Liebesfeste, Op.27","../GiantMIDI/midis/Niewiadomski, Stanisław, Liebesfeste, Op.27, Ufkn0-c6jM0.mid",True,"Niewiadomski, Stanisław",Liebesfeste,"imslp_bootleg_dir-v1.1/Niewiadomski,_Stanisław/Liebesfeste_"
"Niewiadomski, Stanisław","2 Mazureks, Op.26","../GiantMIDI/midis/Niewiadomski, Stanisław, 2 Mazureks, Op.26, S50IsRD2lIM.mid",True,"Niewiadomski, Stanisław",2 Mazureks,"imslp_bootleg_dir-v1.1/Niewiadomski,_Stanisław/2_Mazureks_"
"Niewiadomski, Stanisław","Romance et valse, Op.16","../GiantMIDI/midis/Niewiadomski, Stanisław, Romance et valse, Op.16, ZBNPCAzf4O4.mid",True,"Niewiadomski, Stanisław",Romance et valse,"imslp_bootleg_dir-v1.1/Niewiadomski,_Stanisław/Romance_et_valse_"
"Nikolayev, Leonid","Piano Sonata, Op.15","../GiantMIDI/midis/Nikolayev, Leonid, Piano Sonata, Op.15, _6D06t9A9FY.mid",True,"Nikolayev, Leonid",Piano Sonata,"imslp_bootleg_dir-v1.1/Nikolayev,_Leonid/Piano_Sonata_"
"Nikolayev, Leonid","Suite, Op.13","../GiantMIDI/midis/Nikolayev, Leonid, Suite, Op.13, eAw8mqafmCE.mid",False,,,
"Nin, Joaquín",Cadena de valses,"../GiantMIDI/midis/Nin, Joaquín, Cadena de valses, BazuedIt6SY.mid",True,"Nin, Joaquín",Cadena de valses,"imslp_bootleg_dir-v1.1/Nin,_Joaquín/Cadena_de_valses_"
"Nin, Joaquín",Canto de cuna para los huérfanos de España,"../GiantMIDI/midis/Nin, Joaquín, Canto de cuna para los huérfanos de España, RRZF40wGa4M.mid",True,"Nin, Joaquín",Canto de cuna para los huérfanos de España,"imslp_bootleg_dir-v1.1/Nin,_Joaquín/Canto_de_cuna_para_los_huérfanos_de_España_"
"Nin, Joaquín",Danza ibérica,"../GiantMIDI/midis/Nin, Joaquín, Danza ibérica, KPa2vzEmGiI.mid",True,"Nin, Joaquín",Danza ibérica,"imslp_bootleg_dir-v1.1/Nin,_Joaquín/Danza_ibérica_"
"Nin, Joaquín",Mensaje a Claudio Debussy,"../GiantMIDI/midis/Nin, Joaquín, Mensaje a Claudio Debussy, H6v99V-oFUw.mid",True,"Nin, Joaquín",Mensaje a Claudio Debussy,"imslp_bootleg_dir-v1.1/Nin,_Joaquín/Mensaje_a_Claudio_Debussy_"
"Nin, Joaquín",1830 Variations,"../GiantMIDI/midis/Nin, Joaquín, 1830 Variations, 1PPC8_lhNow.mid",False,,,
"Nizhankovsky, Nestor",Kolomyjka in F-sharp minor,"../GiantMIDI/midis/Nizhankovsky, Nestor, Kolomyjka in F-sharp minor, KCEygcdIA5g.mid",True,"Nizhankovsky, Nestor",Kolomyjka in F-sharp minor,"imslp_bootleg_dir-v1.1/Nizhankovsky,_Nestor/Kolomyjka_in_F-sharp_minor_"
"Nizhankovsky, Nestor",Piano Piece in C minor,"../GiantMIDI/midis/Nizhankovsky, Nestor, Piano Piece in C minor, KCEygcdIA5g.mid",True,"Nizhankovsky, Nestor",Piano Piece in C minor,"imslp_bootleg_dir-v1.1/Nizhankovsky,_Nestor/Piano_Piece_in_C_minor_"
"Nizhankovsky, Nestor",Waltz in C-sharp minor,"../GiantMIDI/midis/Nizhankovsky, Nestor, Waltz in C-sharp minor, KCEygcdIA5g.mid",True,"Nizhankovsky, Nestor",Waltz in C-sharp minor,"imslp_bootleg_dir-v1.1/Nizhankovsky,_Nestor/Waltz_in_C-sharp_minor_"
"Noack, Kurt","Heinzelmännchens Wachtparade, Op.5","../GiantMIDI/midis/Noack, Kurt, Heinzelmännchens Wachtparade, Op.5, 3Gx7HMI_rok.mid",True,"Noack, Kurt",Heinzelmännchens Wachtparade,"imslp_bootleg_dir-v1.1/Noack,_Kurt/Heinzelmännchens_Wachtparade_"
"Nobles, Jordan",Möbius,"../GiantMIDI/midis/Nobles, Jordan, Möbius, 9TOqvToSWKo.mid",False,,,
"Nobles, Jordan",3 Morceaux en Forme de Satie,"../GiantMIDI/midis/Nobles, Jordan, 3 Morceaux en Forme de Satie, O00Zy0CGDjI.mid",False,,,
"Nobles, Jordan",Perpetuum Mobile,"../GiantMIDI/midis/Nobles, Jordan, Perpetuum Mobile, 1n_lQuSWljA.mid",False,,,
"Nobles, Jordan",Stones Under Water,"../GiantMIDI/midis/Nobles, Jordan, Stones Under Water, thxKMfOmAsM.mid",True,"Nobles, Jordan",Stones Under Water,"imslp_bootleg_dir-v1.1/Nobles,_Jordan/Stones_Under_Water_"
"Nobutoki, Kiyoshi",6 Charakteristische Tänze,"../GiantMIDI/midis/Nobutoki, Kiyoshi, 6 Charakteristische Tänze, Dg90-xhLZT0.mid",True,"Nobutoki, Kiyoshi",6 Charakteristische Tänze,"imslp_bootleg_dir-v1.1/Nobutoki,_Kiyoshi/6_Charakteristische_Tänze_"
"Noetel, Konrad Friedrich",Piano Sonata,"../GiantMIDI/midis/Noetel, Konrad Friedrich, Piano Sonata, Ftj465Qlwpc.mid",True,"Noetel, Konrad Friedrich",Piano Sonata,"imslp_bootleg_dir-v1.1/Noetel,_Konrad_Friedrich/Piano_Sonata_"
"Nolda, Andreas",Der Mond ist aufgegangen,"../GiantMIDI/midis/Nolda, Andreas, Der Mond ist aufgegangen, zr-UN7Jx5FE.mid",False,,,
"Nollet, Eugène","Berceuse, Op.41","../GiantMIDI/midis/Nollet, Eugène, Berceuse, Op.41, cHinfM6MiUc.mid",True,"Nollet, Eugène",Berceuse,"imslp_bootleg_dir-v1.1/Nollet,_Eugène/Berceuse_"
"Nollet, Eugène","Chanson bretonne, Op.57","../GiantMIDI/midis/Nollet, Eugène, Chanson bretonne, Op.57, SqVttQZeorQ.mid",True,"Nollet, Eugène",Chanson bretonne,"imslp_bootleg_dir-v1.1/Nollet,_Eugène/Chanson_bretonne_"
"Nollet, Eugène","Elegy, Op.88","../GiantMIDI/midis/Nollet, Eugène, Elegy, Op.88, ry1XZjFXJXw.mid",False,,,
"Nollet, Eugène","L'heure du couvre-feu, Op.56","../GiantMIDI/midis/Nollet, Eugène, L'heure du couvre-feu, Op.56, v3z62tUYaJc.mid",True,"Nollet, Eugène",L'heure du couvre-feu,"imslp_bootleg_dir-v1.1/Nollet,_Eugène/L'heure_du_couvre-feu_"
"Nollet, Eugène","Marche des Houris, Op.66","../GiantMIDI/midis/Nollet, Eugène, Marche des Houris, Op.66, SWpao854j50.mid",True,"Nollet, Eugène",Marche des Houris,"imslp_bootleg_dir-v1.1/Nollet,_Eugène/Marche_des_Houris_"
"Nollet, Eugène","Les Noces de Polichinelle, Op.75","../GiantMIDI/midis/Nollet, Eugène, Les Noces de Polichinelle, Op.75, GrQJKfmRPBU.mid",True,"Nollet, Eugène",Les Noces de Polichinelle,"imslp_bootleg_dir-v1.1/Nollet,_Eugène/Les_Noces_de_Polichinelle_"
"Nollet, Eugène","Rigodon, Op.51","../GiantMIDI/midis/Nollet, Eugène, Rigodon, Op.51, Srz78h5P05g.mid",True,"Nollet, Eugène",Rigodon,"imslp_bootleg_dir-v1.1/Nollet,_Eugène/Rigodon_"
"Nollet, Eugène","Les talons rouges, Op.63","../GiantMIDI/midis/Nollet, Eugène, Les talons rouges, Op.63, iGvlyE7FxBY.mid",True,"Nollet, Eugène",Les talons rouges,"imslp_bootleg_dir-v1.1/Nollet,_Eugène/Les_talons_rouges_"
"Nordraak, Rikard",Troubadour-Vals,"../GiantMIDI/midis/Nordraak, Rikard, Troubadour-Vals, 2RkUwZvmd0o.mid",True,"Nordraak, Rikard",Troubadour-Vals,"imslp_bootleg_dir-v1.1/Nordraak,_Rikard/Troubadour-Vals_"
"Norman, Ludvig",Valse noble,"../GiantMIDI/midis/Norman, Ludvig, Valse noble, mWSyZWyMdzo.mid",True,"Norman, Ludvig",Valse noble,"imslp_bootleg_dir-v1.1/Norman,_Ludvig/Valse_noble_"
"Normand, Marc Roger","Menuet de Couperin, M51","../GiantMIDI/midis/Normand, Marc Roger, Menuet de Couperin, M51, urHVT08tPSc.mid",True,"Normand, Marc Roger","Menuet de Couperin, M28","imslp_bootleg_dir-v1.1/Normand,_Marc_Roger/Menuet_de_Couperin,_M28_"
"Normand, Marc Roger","Menuet en Rondeau, M19","../GiantMIDI/midis/Normand, Marc Roger, Menuet en Rondeau, M19, aM9nRSw8tdQ.mid",True,"Normand, Marc Roger",Menuet en Rondeau,"imslp_bootleg_dir-v1.1/Normand,_Marc_Roger/Menuet_en_Rondeau_"
"Normand, Marc Roger","Sarabande de Couperin, M49","../GiantMIDI/midis/Normand, Marc Roger, Sarabande de Couperin, M49, kFe42FET4OY.mid",True,"Normand, Marc Roger",Sarabande de Couperin,"imslp_bootleg_dir-v1.1/Normand,_Marc_Roger/Sarabande_de_Couperin_"
"Norris, Albert Locke","Minuet, Op.32","../GiantMIDI/midis/Norris, Albert Locke, Minuet, Op.32, J0mgaU8ua-o.mid",True,"Norris, Albert Locke",Minuet,"imslp_bootleg_dir-v1.1/Norris,_Albert_Locke/Minuet_"
"Noskowski, Zygmunt","3 Diversités, Op.41","../GiantMIDI/midis/Noskowski, Zygmunt, 3 Diversités, Op.41, IJKg-7SLHHI.mid",True,"Noskowski, Zygmunt",3 Diversités,"imslp_bootleg_dir-v1.1/Noskowski,_Zygmunt/3_Diversités_"
"Noskowski, Zygmunt","6 Images, Op.27","../GiantMIDI/midis/Noskowski, Zygmunt, 6 Images, Op.27, zmzQ-V_gh3U.mid",True,"Noskowski, Zygmunt",6 Images,"imslp_bootleg_dir-v1.1/Noskowski,_Zygmunt/6_Images_"
"Noskowski, Zygmunt","Impressions, Op.29","../GiantMIDI/midis/Noskowski, Zygmunt, Impressions, Op.29, _oGdlB2TLQE.mid",True,"Noskowski, Zygmunt",Impressions,"imslp_bootleg_dir-v1.1/Noskowski,_Zygmunt/Impressions_"
"Noskowski, Zygmunt","Les sentiments, Op.14","../GiantMIDI/midis/Noskowski, Zygmunt, Les sentiments, Op.14, D6SM-k6Yv8Q.mid",True,"Noskowski, Zygmunt",Les sentiments,"imslp_bootleg_dir-v1.1/Noskowski,_Zygmunt/Les_sentiments_"
"Novegno, Roberto","Variations on a Theme by Schumann, tbp 114","../GiantMIDI/midis/Novegno, Roberto, Variations on a Theme by Schumann, tbp 114, 2FcD1vi7mbk.mid",True,"Novegno, Roberto","Variations on a Theme by Schumann, tbp 114","imslp_bootleg_dir-v1.1/Novegno,_Roberto/Variations_on_a_Theme_by_Schumann,_tbp_114_"
"Novák, Vítězslav","Bagatelles, Op.5","../GiantMIDI/midis/Novák, Vítězslav, Bagatelles, Op.5, lD8KOiuEa64.mid",False,,,
"Novák, Vítězslav","Barcarollen, Op.10","../GiantMIDI/midis/Novák, Vítězslav, Barcarollen, Op.10, UubeYRbGYH8.mid",True,"Novák, Vítězslav","Barcarollen, Op.10","imslp_bootleg_dir-v1.1/Novák,_Vítězslav/Barcarollen,_Op.10_"
"Novák, Vítězslav","Eklogen, Op.11","../GiantMIDI/midis/Novák, Vítězslav, Eklogen, Op.11, 1hIhFMiBp4I.mid",True,"Novák, Vítězslav",Eklogen,"imslp_bootleg_dir-v1.1/Novák,_Vítězslav/Eklogen_"
"Novák, Vítězslav","Memories, Op.6","../GiantMIDI/midis/Novák, Vítězslav, Memories, Op.6, N-iPn0um5GQ.mid",False,,,
"Novák, Vítězslav","Můj máj, Op.20","../GiantMIDI/midis/Novák, Vítězslav, Můj máj, Op.20, cJUfpvyZ5y0.mid",False,,,
"Novák, Vítězslav","Pan, Op.43","../GiantMIDI/midis/Novák, Vítězslav, Pan, Op.43, r10EsmBrwoE.mid",True,"Novák, Vítězslav","Pan, Op.43","imslp_bootleg_dir-v1.1/Novák,_Vítězslav/Pan,_Op.43_"
"Novák, Vítězslav","Sonata eroica, Op.24","../GiantMIDI/midis/Novák, Vítězslav, Sonata eroica, Op.24, DxF9YHdv6Wg.mid",True,"Novák, Vítězslav",Sonata eroica,"imslp_bootleg_dir-v1.1/Novák,_Vítězslav/Sonata_eroica_"
"Novák, Vítězslav","Songs of a Winter's Night, Op.30","../GiantMIDI/midis/Novák, Vítězslav, Songs of a Winter's Night, Op.30, f1dd2OT1GyI.mid",False,,,
"Novák, Vítězslav","2 Valašské tance, Op.34","../GiantMIDI/midis/Novák, Vítězslav, 2 Valašské tance, Op.34, BtSe66VZ5LE.mid",False,,,
"Novák, Vítězslav","Variations on a Theme by Schumann, Op.4","../GiantMIDI/midis/Novák, Vítězslav, Variations on a Theme by Schumann, Op.4, 7WhgHRN8vDM.mid",True,"Novák, Vítězslav",Variations on a Theme by Schumann,"imslp_bootleg_dir-v1.1/Novák,_Vítězslav/Variations_on_a_Theme_by_Schumann_"
"Novák, Vítězslav","Youth Suite, Op.55","../GiantMIDI/midis/Novák, Vítězslav, Youth Suite, Op.55, ACisSmU4XuI.mid",False,,,
"Nowakowski, Józef","Chant sans paroles, Op.65","../GiantMIDI/midis/Nowakowski, Józef, Chant sans paroles, Op.65, a8PUvLtM-Fc.mid",True,"Nowakowski, Józef",Chant sans paroles,"imslp_bootleg_dir-v1.1/Nowakowski,_Józef/Chant_sans_paroles_"
"Nowakowski, Józef","Fantaisie sur l'opéra 'Halka', Op.51","../GiantMIDI/midis/Nowakowski, Józef, Fantaisie sur l'opéra 'Halka', Op.51, p2xfAYtQMUw.mid",True,"Nowakowski, Józef",Fantaisie sur l'opéra 'Halka' de St. Moniuszko,"imslp_bootleg_dir-v1.1/Nowakowski,_Józef/Fantaisie_sur_l'opéra_'Halka'_de_St._Moniuszko_"
"Nowakowski, Józef","Grande Valse brillante No.2, Op.27","../GiantMIDI/midis/Nowakowski, Józef, Grande Valse brillante No.2, Op.27, QaJGptSKFjc.mid",True,"Nowakowski, Józef",Grande Valse brillante No.2,"imslp_bootleg_dir-v1.1/Nowakowski,_Józef/Grande_Valse_brillante_No.2_"
"Nowakowski, Józef","Rondeau, Op.3","../GiantMIDI/midis/Nowakowski, Józef, Rondeau, Op.3, 3fYr-0wgJ-Y.mid",True,"Nowakowski, Józef",Rondeau,"imslp_bootleg_dir-v1.1/Nowakowski,_Józef/Rondeau_"
"Nowakowski, Józef","Variations brillantes, Op.12","../GiantMIDI/midis/Nowakowski, Józef, Variations brillantes, Op.12, 5rYLk1jmTO4.mid",True,"Nowakowski, Józef",Variations brillantes,"imslp_bootleg_dir-v1.1/Nowakowski,_Józef/Variations_brillantes_"
"Nuyens, Henri",Galop di bravura,"../GiantMIDI/midis/Nuyens, Henri, Galop di bravura, l1tWb_75_7k.mid",True,"Nuyens, Henri",Galop di bravura,"imslp_bootleg_dir-v1.1/Nuyens,_Henri/Galop_di_bravura_"
"Nuyens, Henri",Valse de salon No.1,"../GiantMIDI/midis/Nuyens, Henri, Valse de salon No.1, lq4iBO3H16Y.mid",True,"Nuyens, Henri",Valse de salon No.1,"imslp_bootleg_dir-v1.1/Nuyens,_Henri/Valse_de_salon_No.1_"
"Nuyens, Henri",Valse-caprice,"../GiantMIDI/midis/Nuyens, Henri, Valse-caprice, F5S4H4VtaQs.mid",True,"Nuyens, Henri",Valse-caprice,"imslp_bootleg_dir-v1.1/Nuyens,_Henri/Valse-caprice_"
"Nye, E. K.",Awful Cute Schottische,"../GiantMIDI/midis/Nye, E. K., Awful Cute Schottische, sWTQWiA7MUs.mid",False,,,
"Nápravník, Eduard","Bagatelles, Op.46","../GiantMIDI/midis/Nápravník, Eduard, Bagatelles, Op.46, s-3ZYlNP1Po.mid",True,"Nápravník, Eduard",Bagatelles for Piano,"imslp_bootleg_dir-v1.1/Nápravník,_Eduard/Bagatelles_for_Piano_"
"Nápravník, Eduard","4 Piano Pieces, Op.48","../GiantMIDI/midis/Nápravník, Eduard, 4 Piano Pieces, Op.48, LmrCyZd6tjg.mid",False,,,
"Nägeli, Hans Georg",An die Abendsonne,"../GiantMIDI/midis/Nägeli, Hans Georg, An die Abendsonne, HGr9P4Eh61E.mid",True,"Nägeli, Hans Georg",An die Abendsonne,"imslp_bootleg_dir-v1.1/Nägeli,_Hans_Georg/An_die_Abendsonne_"
"Nölck, August","6 Klavierstücke, Op.38","../GiantMIDI/midis/Nölck, August, 6 Klavierstücke, Op.38, VaiyhI6KvWw.mid",True,"Nölck, August",6 Klavierstücke,"imslp_bootleg_dir-v1.1/Nölck,_August/6_Klavierstücke_"
"O'Brien, Steven",Fantasia No.1 in C minor,"../GiantMIDI/midis/O'Brien, Steven, Fantasia No.1 in C minor, edfG56PXmQw.mid",True,"O'Brien, Steven",Fantasia No.1 in C minor,"imslp_bootleg_dir-v1.1/O'Brien,_Steven/Fantasia_No.1_in_C_minor_"
"O'Brien, Steven","Piano Sonata No.1 in F minor, Op.1a","../GiantMIDI/midis/O'Brien, Steven, Piano Sonata No.1 in F minor, Op.1a, z1gmM9ae3fc.mid",True,"O'Brien, Steven",Piano Sonata No.1 in F minor,"imslp_bootleg_dir-v1.1/O'Brien,_Steven/Piano_Sonata_No.1_in_F_minor_"
"O'Kelly, Joseph",Bertha,"../GiantMIDI/midis/O'Kelly, Joseph, Bertha, u5mkmW2rBPE.mid",True,"O'Kelly, Joseph",Bertha,"imslp_bootleg_dir-v1.1/O'Kelly,_Joseph/Bertha_"
"O'Kelly, Joseph","En 1795, Op.52","../GiantMIDI/midis/O'Kelly, Joseph, En 1795, Op.52, 8nLVOXFWCEA.mid",True,"O'Kelly, Joseph",En 1795,"imslp_bootleg_dir-v1.1/O'Kelly,_Joseph/En_1795_"
"O'Kelly, Joseph","Gavotte, Op.59","../GiantMIDI/midis/O'Kelly, Joseph, Gavotte, Op.59, -RdTqBOqTDY.mid",True,"O'Kelly, Joseph",Gavotte,"imslp_bootleg_dir-v1.1/O'Kelly,_Joseph/Gavotte_"
"O'Kelly, Joseph","Rêves du soir!, Op.54","../GiantMIDI/midis/O'Kelly, Joseph, Rêves du soir!, Op.54, u5mkmW2rBPE.mid",True,"O'Kelly, Joseph",Rêves du soir!,"imslp_bootleg_dir-v1.1/O'Kelly,_Joseph/Rêves_du_soir!_"
"O'Kelly, Joseph",Vieille chanson du jeune temps,"../GiantMIDI/midis/O'Kelly, Joseph, Vieille chanson du jeune temps, o2UB3emjR6M.mid",False,,,
"O'Neill, Norman",Carillon,"../GiantMIDI/midis/O'Neill, Norman, Carillon, w9zsvVUkBkM.mid",True,"O'Neill, Norman",Carillon,"imslp_bootleg_dir-v1.1/O'Neill,_Norman/Carillon_"
"Oberthür, Charles","Elegy, Op.38","../GiantMIDI/midis/Oberthür, Charles, Elegy, Op.38, qITmGHEhOKY.mid",False,,,
"Oberthür, Charles",Fantasie über Hänsel und Gretel von E. Humperdinck,"../GiantMIDI/midis/Oberthür, Charles, Fantasie über Hänsel und Gretel von E. Humperdinck, 0SItMMaOFuw.mid",False,,,
"Oberthür, Charles","The Harp that once through Tara's Halls, Op.187","../GiantMIDI/midis/Oberthür, Charles, The Harp that once through Tara's Halls, Op.187, XSGmZoPBPSI.mid",False,,,
"Oberthür, Charles",24 Preludes,"../GiantMIDI/midis/Oberthür, Charles, 24 Preludes, YbQ6yswQ4YQ.mid",False,,,
"Oborski, Florian",Polonaise No.1,"../GiantMIDI/midis/Oborski, Florian, Polonaise No.1, JdhpbngcSkE.mid",True,"Oborski, Florian",Polonaise No.1,"imslp_bootleg_dir-v1.1/Oborski,_Florian/Polonaise_No.1_"
"Obukhov, Nikolay",Aimons-Nous les uns les Autres,"../GiantMIDI/midis/Obukhov, Nikolay, Aimons-Nous les uns les Autres, M70_8N_EO9Q.mid",True,"Obukhov, Nikolay",Aimons-Nous les uns les Autres,"imslp_bootleg_dir-v1.1/Obukhov,_Nikolay/Aimons-Nous_les_uns_les_Autres_"
"Ockeghem, Johannes",Fors seulement contre ce qu'ay promys,"../GiantMIDI/midis/Ockeghem, Johannes, Fors seulement contre ce qu'ay promys, d10Kwl3wM1w.mid",False,,,
"Ocón, Eduardo",Recuerdos de Andalucía,"../GiantMIDI/midis/Ocón, Eduardo, Recuerdos de Andalucía, eppUJ0LnNhw.mid",False,,,
"Oechsner, Andreas Johann Lorenz","6 Valses expressives, Op.6","../GiantMIDI/midis/Oechsner, Andreas Johann Lorenz, 6 Valses expressives, Op.6, ErYQw7Q_78I.mid",False,,,
"Oehler, Fred O.",Echoes from Switzerland,"../GiantMIDI/midis/Oehler, Fred O., Echoes from Switzerland, lm-npsfqMBA.mid",False,,,
"Oehler, Fred O.",Otto's Wedding Waltz,"../GiantMIDI/midis/Oehler, Fred O., Otto's Wedding Waltz, nfOllhf07LM.mid",False,,,
"Oehler, Fred O.",Sleigh Bell Schottische,"../GiantMIDI/midis/Oehler, Fred O., Sleigh Bell Schottische, oT-PwW3o4og.mid",False,,,
"Oesten, Max","Abends am See, Op.91","../GiantMIDI/midis/Oesten, Max, Abends am See, Op.91, AX8ALvJ-Lq4.mid",True,"Oesten, Max",Abends am See,"imslp_bootleg_dir-v1.1/Oesten,_Max/Abends_am_See_"
"Oesten, Max",Meditation in B-flat major,"../GiantMIDI/midis/Oesten, Max, Meditation in B-flat major, 19lZD1v60oQ.mid",False,,,
"Oesten, Theodore","Alpenglöckchen, Op.175","../GiantMIDI/midis/Oesten, Theodore, Alpenglöckchen, Op.175, TUXDkKzCfwg.mid",False,,,
"Oesten, Theodore","Alpenglühen, Op.193","../GiantMIDI/midis/Oesten, Theodore, Alpenglühen, Op.193, 5y2cu7S0S3Y.mid",True,"Oesten, Theodore",Alpenglühen,"imslp_bootleg_dir-v1.1/Oesten,_Theodore/Alpenglühen_"
"Oesten, Theodore","Don Juan-Fantasie, Op.42","../GiantMIDI/midis/Oesten, Theodore, Don Juan-Fantasie, Op.42, DetaUslkT6k.mid",True,"Oesten, Theodore",Don Juan-Fantasie,"imslp_bootleg_dir-v1.1/Oesten,_Theodore/Don_Juan-Fantasie_"
"Oesten, Theodore","Fantaisie élégante sur 'Mignon', Op.400","../GiantMIDI/midis/Oesten, Theodore, Fantaisie élégante sur 'Mignon', Op.400, CarLhdoID4k.mid",True,"Oesten, Theodore",Fantaisie élégante sur 'Mignon',"imslp_bootleg_dir-v1.1/Oesten,_Theodore/Fantaisie_élégante_sur_'Mignon'_"
"Oesten, Theodore","Goldperlen, Op.94","../GiantMIDI/midis/Oesten, Theodore, Goldperlen, Op.94, B0bZhzicgKI.mid",True,"Oesten, Theodore",Goldperlen,"imslp_bootleg_dir-v1.1/Oesten,_Theodore/Goldperlen_"
"Oesten, Theodore","Gondellied, Op.56","../GiantMIDI/midis/Oesten, Theodore, Gondellied, Op.56, HRGDFRk9u-o.mid",True,"Oesten, Theodore",Gondellied,"imslp_bootleg_dir-v1.1/Oesten,_Theodore/Gondellied_"
"Oesten, Theodore","Illustrations, Op.99","../GiantMIDI/midis/Oesten, Theodore, Illustrations, Op.99, OyK3QuDHO_c.mid",True,"Oesten, Theodore",Illustrations,"imslp_bootleg_dir-v1.1/Oesten,_Theodore/Illustrations_"
"Oesten, Theodore","Der Jungfrau Gebet am Verlobungstage, Op.209","../GiantMIDI/midis/Oesten, Theodore, Der Jungfrau Gebet am Verlobungstage, Op.209, GiVowbje5yk.mid",True,"Oesten, Theodore",Der Jungfrau Gebet am Verlobungstage. Melodie,"imslp_bootleg_dir-v1.1/Oesten,_Theodore/Der_Jungfrau_Gebet_am_Verlobungstage._Melodie_"
"Oesten, Theodore","Kinderscenen, Op.202","../GiantMIDI/midis/Oesten, Theodore, Kinderscenen, Op.202, dkUkyqAGwxQ.mid",True,"Oesten, Theodore",Kinderscenen,"imslp_bootleg_dir-v1.1/Oesten,_Theodore/Kinderscenen_"
